Study_id,Network_id,Day,Month,Year,Site_id,Plant_species,Flower_count,Units,Comments,Flower_data_merger
22_Kallnik,wmb5,7,8,2012,wmb5,Carlina acaulis,0.02,Flower cover/m2,NA,Carlinaacauliswmb5782012
22_Kallnik,wmb5,12,8,2012,wmb5,Carlina acaulis,0.02,Flower cover/m2,NA,Carlinaacauliswmb51282012
22_Kallnik,wmb5,16,8,2012,wmb5,Carlina acaulis,0.02,Flower cover/m2,NA,Carlinaacauliswmb51682012
22_Kallnik,wmb5,21,8,2012,wmb5,Carlina acaulis,0.02,Flower cover/m2,NA,Carlinaacauliswmb52182012
22_Kallnik,wmb5,28,8,2012,wmb5,Carlina acaulis,0.03,Flower cover/m2,NA,Carlinaacauliswmb52882012
22_Kallnik,wmb5,1,9,2012,wmb5,Carlina acaulis,0.08,Flower cover/m2,NA,Carlinaacauliswmb5192012
22_Kallnik,wmb5,7,9,2012,wmb5,Carlina acaulis,0.2,Flower cover/m2,NA,Carlinaacauliswmb5792012
22_Kallnik,wmb5,13,9,2012,wmb5,Carlina acaulis,0.1,Flower cover/m2,NA,Carlinaacauliswmb51392012
22_Kallnik,wmb5,29,6,2010,wmb5,Carlina acaulis,0,Flower cover/m2,NA,Carlinaacauliswmb52962010
22_Kallnik,wmb5,10,7,2010,wmb5,Carlina acaulis,0,Flower cover/m2,NA,Carlinaacauliswmb51072010
22_Kallnik,wmb5,17,7,2010,wmb5,Carlina acaulis,0,Flower cover/m2,NA,Carlinaacauliswmb51772010
22_Kallnik,wmb5,23,7,2010,wmb5,Carlina acaulis,0,Flower cover/m2,NA,Carlinaacauliswmb52372010
22_Kallnik,wmb5,2,8,2010,wmb5,Carlina acaulis,0.02,Flower cover/m2,NA,Carlinaacauliswmb5282010
22_Kallnik,wmb5,22,8,2010,wmb5,Carlina acaulis,0.02,Flower cover/m2,NA,Carlinaacauliswmb52282010
22_Kallnik,wmb5,27,8,2010,wmb5,Carlina acaulis,0.03,Flower cover/m2,NA,Carlinaacauliswmb52782010
22_Kallnik,wmb5,25,5,2011,wmb5,Carlina acaulis,0,Flower cover/m2,NA,Carlinaacauliswmb52552011
22_Kallnik,wmb5,30,5,2011,wmb5,Carlina acaulis,0,Flower cover/m2,NA,Carlinaacauliswmb53052011
22_Kallnik,wmb5,8,6,2011,wmb5,Carlina acaulis,0,Flower cover/m2,NA,Carlinaacauliswmb5862011
22_Kallnik,wmb5,16,6,2011,wmb5,Carlina acaulis,0,Flower cover/m2,NA,Carlinaacauliswmb51662011
22_Kallnik,wmb5,28,6,2011,wmb5,Carlina acaulis,0,Flower cover/m2,NA,Carlinaacauliswmb52862011
22_Kallnik,wmb5,5,7,2011,wmb5,Carlina acaulis,0,Flower cover/m2,NA,Carlinaacauliswmb5572011
22_Kallnik,wmb5,13,7,2011,wmb5,Carlina acaulis,0,Flower cover/m2,NA,Carlinaacauliswmb51372011
22_Kallnik,wmb5,28,7,2011,wmb5,Carlina acaulis,0,Flower cover/m2,NA,Carlinaacauliswmb52872011
22_Kallnik,wmb5,12,8,2011,wmb5,Carlina acaulis,0.2,Flower cover/m2,NA,Carlinaacauliswmb51282011
22_Kallnik,wmb5,21,8,2011,wmb5,Carlina acaulis,0.3,Flower cover/m2,NA,Carlinaacauliswmb52182011
22_Kallnik,wmb5,10,7,2010,wmb5,Cerastium fontanum,0.02,Flower cover/m2,NA,Cerastiumfontanumwmb51072010
22_Kallnik,wmb5,17,7,2010,wmb5,Cerastium fontanum,0.02,Flower cover/m2,NA,Cerastiumfontanumwmb51772010
22_Kallnik,wmb5,23,7,2010,wmb5,Cerastium fontanum,0.02,Flower cover/m2,NA,Cerastiumfontanumwmb52372010
22_Kallnik,wmb5,2,8,2010,wmb5,Cerastium fontanum,0.02,Flower cover/m2,NA,Cerastiumfontanumwmb5282010
22_Kallnik,wmb5,27,5,2012,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb52752012
22_Kallnik,wmb5,5,6,2012,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb5562012
22_Kallnik,wmb5,9,6,2012,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb5962012
22_Kallnik,wmb5,13,6,2012,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb51362012
22_Kallnik,wmb5,17,6,2012,wmb5,Chaerophyllum hirsutum,0.01,Flower cover/m2,NA,Chaerophyllumhirsutumwmb51762012
22_Kallnik,wmb5,20,6,2012,wmb5,Chaerophyllum hirsutum,0.03,Flower cover/m2,NA,Chaerophyllumhirsutumwmb52062012
22_Kallnik,wmb5,26,6,2012,wmb5,Chaerophyllum hirsutum,0.06,Flower cover/m2,NA,Chaerophyllumhirsutumwmb52662012
22_Kallnik,wmb5,29,6,2012,wmb5,Chaerophyllum hirsutum,0.2,Flower cover/m2,NA,Chaerophyllumhirsutumwmb52962012
22_Kallnik,wmb5,4,7,2012,wmb5,Chaerophyllum hirsutum,0.2,Flower cover/m2,NA,Chaerophyllumhirsutumwmb5472012
22_Kallnik,wmb5,10,7,2012,wmb5,Chaerophyllum hirsutum,0.1,Flower cover/m2,NA,Chaerophyllumhirsutumwmb51072012
22_Kallnik,wmb5,14,7,2012,wmb5,Chaerophyllum hirsutum,0.06,Flower cover/m2,NA,Chaerophyllumhirsutumwmb51472012
22_Kallnik,wmb5,19,7,2012,wmb5,Chaerophyllum hirsutum,0.03,Flower cover/m2,NA,Chaerophyllumhirsutumwmb51972012
22_Kallnik,wmb5,21,7,2012,wmb5,Chaerophyllum hirsutum,0.03,Flower cover/m2,NA,Chaerophyllumhirsutumwmb52172012
22_Kallnik,wmb5,27,7,2012,wmb5,Chaerophyllum hirsutum,0.01,Flower cover/m2,NA,Chaerophyllumhirsutumwmb52772012
22_Kallnik,wmb5,29,7,2012,wmb5,Chaerophyllum hirsutum,0.01,Flower cover/m2,NA,Chaerophyllumhirsutumwmb52972012
22_Kallnik,wmb5,4,8,2012,wmb5,Chaerophyllum hirsutum,0.01,Flower cover/m2,NA,Chaerophyllumhirsutumwmb5482012
22_Kallnik,wmb5,7,8,2012,wmb5,Chaerophyllum hirsutum,0.01,Flower cover/m2,NA,Chaerophyllumhirsutumwmb5782012
22_Kallnik,wmb5,12,8,2012,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb51282012
22_Kallnik,wmb5,16,8,2012,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb51682012
22_Kallnik,wmb5,21,8,2012,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb52182012
22_Kallnik,wmb5,28,8,2012,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb52882012
22_Kallnik,wmb5,1,9,2012,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb5192012
22_Kallnik,wmb5,7,9,2012,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb5792012
22_Kallnik,wmb5,13,9,2012,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb51392012
22_Kallnik,wmb5,29,6,2010,wmb5,Chaerophyllum hirsutum,0.02,Flower cover/m2,NA,Chaerophyllumhirsutumwmb52962010
22_Kallnik,wmb5,10,7,2010,wmb5,Chaerophyllum hirsutum,0.03,Flower cover/m2,NA,Chaerophyllumhirsutumwmb51072010
22_Kallnik,wmb5,17,7,2010,wmb5,Chaerophyllum hirsutum,0.02,Flower cover/m2,NA,Chaerophyllumhirsutumwmb51772010
22_Kallnik,wmb5,23,7,2010,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb52372010
22_Kallnik,wmb5,2,8,2010,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb5282010
22_Kallnik,wmb5,22,8,2010,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb52282010
22_Kallnik,wmb5,27,8,2010,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb52782010
22_Kallnik,wmb5,25,5,2011,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb52552011
22_Kallnik,wmb5,30,5,2011,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb53052011
22_Kallnik,wmb5,8,6,2011,wmb5,Chaerophyllum hirsutum,0.03,Flower cover/m2,NA,Chaerophyllumhirsutumwmb5862011
22_Kallnik,wmb5,16,6,2011,wmb5,Chaerophyllum hirsutum,0.06,Flower cover/m2,NA,Chaerophyllumhirsutumwmb51662011
22_Kallnik,wmb5,28,6,2011,wmb5,Chaerophyllum hirsutum,0.8,Flower cover/m2,NA,Chaerophyllumhirsutumwmb52862011
22_Kallnik,wmb5,5,7,2011,wmb5,Chaerophyllum hirsutum,0.2,Flower cover/m2,NA,Chaerophyllumhirsutumwmb5572011
22_Kallnik,wmb5,13,7,2011,wmb5,Chaerophyllum hirsutum,0.03,Flower cover/m2,NA,Chaerophyllumhirsutumwmb51372011
22_Kallnik,wmb5,28,7,2011,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb52872011
22_Kallnik,wmb5,12,8,2011,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb51282011
22_Kallnik,wmb5,21,8,2011,wmb5,Chaerophyllum hirsutum,0,Flower cover/m2,NA,Chaerophyllumhirsutumwmb52182011
22_Kallnik,wmb5,19,7,2012,wmb5,Cirsium spinosissimum,0.02,Flower cover/m2,NA,Cirsiumspinosissimumwmb51972012
22_Kallnik,wmb5,21,7,2012,wmb5,Cirsium spinosissimum,0.02,Flower cover/m2,NA,Cirsiumspinosissimumwmb52172012
22_Kallnik,wmb5,27,7,2012,wmb5,Cirsium spinosissimum,0.02,Flower cover/m2,NA,Cirsiumspinosissimumwmb52772012
22_Kallnik,wmb5,29,7,2012,wmb5,Cirsium spinosissimum,0.02,Flower cover/m2,NA,Cirsiumspinosissimumwmb52972012
22_Kallnik,wmb5,4,8,2012,wmb5,Cirsium spinosissimum,0.02,Flower cover/m2,NA,Cirsiumspinosissimumwmb5482012
22_Kallnik,wmb5,7,8,2012,wmb5,Cirsium spinosissimum,0.02,Flower cover/m2,NA,Cirsiumspinosissimumwmb5782012
22_Kallnik,wmb5,12,8,2012,wmb5,Cirsium spinosissimum,0.02,Flower cover/m2,NA,Cirsiumspinosissimumwmb51282012
22_Kallnik,wmb5,16,8,2012,wmb5,Cirsium spinosissimum,0.02,Flower cover/m2,NA,Cirsiumspinosissimumwmb51682012
22_Kallnik,wmb5,21,8,2012,wmb5,Cirsium spinosissimum,0.02,Flower cover/m2,NA,Cirsiumspinosissimumwmb52182012
22_Kallnik,wmb5,28,8,2012,wmb5,Cirsium spinosissimum,0.01,Flower cover/m2,NA,Cirsiumspinosissimumwmb52882012
22_Kallnik,wmb5,1,9,2012,wmb5,Cirsium spinosissimum,0.01,Flower cover/m2,NA,Cirsiumspinosissimumwmb5192012
22_Kallnik,wmb5,7,9,2012,wmb5,Cirsium spinosissimum,0,Flower cover/m2,NA,Cirsiumspinosissimumwmb5792012
22_Kallnik,wmb5,13,9,2012,wmb5,Cirsium spinosissimum,0,Flower cover/m2,NA,Cirsiumspinosissimumwmb51392012
22_Kallnik,wmb5,29,6,2010,wmb5,Cirsium spinosissimum,0.01,Flower cover/m2,NA,Cirsiumspinosissimumwmb52962010
22_Kallnik,wmb5,10,7,2010,wmb5,Cirsium spinosissimum,0.01,Flower cover/m2,NA,Cirsiumspinosissimumwmb51072010
22_Kallnik,wmb5,17,7,2010,wmb5,Cirsium spinosissimum,0.01,Flower cover/m2,NA,Cirsiumspinosissimumwmb51772010
22_Kallnik,wmb5,23,7,2010,wmb5,Cirsium spinosissimum,0.01,Flower cover/m2,NA,Cirsiumspinosissimumwmb52372010
22_Kallnik,wmb5,28,7,2011,wmb5,Coeloglossum viride,0.01,Flower cover/m2,NA,Coeloglossumviridewmb52872011
22_Kallnik,wmb5,26,6,2012,wmb5,Crepis alpestris,0,Flower cover/m2,NA,Crepisalpestriswmb52662012
22_Kallnik,wmb5,29,6,2012,wmb5,Crepis alpestris,0.01,Flower cover/m2,NA,Crepisalpestriswmb52962012
22_Kallnik,wmb5,4,7,2012,wmb5,Crepis alpestris,0.01,Flower cover/m2,NA,Crepisalpestriswmb5472012
22_Kallnik,wmb5,10,7,2012,wmb5,Crepis alpestris,0.01,Flower cover/m2,NA,Crepisalpestriswmb51072012
22_Kallnik,wmb5,14,7,2012,wmb5,Crepis alpestris,0.03,Flower cover/m2,NA,Crepisalpestriswmb51472012
22_Kallnik,wmb5,19,7,2012,wmb5,Crepis alpestris,0.03,Flower cover/m2,NA,Crepisalpestriswmb51972012
22_Kallnik,wmb5,21,7,2012,wmb5,Crepis alpestris,0.03,Flower cover/m2,NA,Crepisalpestriswmb52172012
22_Kallnik,wmb5,27,7,2012,wmb5,Crepis alpestris,0.02,Flower cover/m2,NA,Crepisalpestriswmb52772012
22_Kallnik,wmb5,29,7,2012,wmb5,Crepis alpestris,0.02,Flower cover/m2,NA,Crepisalpestriswmb52972012
22_Kallnik,wmb5,4,8,2012,wmb5,Crepis alpestris,0.01,Flower cover/m2,NA,Crepisalpestriswmb5482012
22_Kallnik,wmb5,7,8,2012,wmb5,Crepis alpestris,0.01,Flower cover/m2,NA,Crepisalpestriswmb5782012
22_Kallnik,wmb5,12,8,2012,wmb5,Crepis alpestris,0,Flower cover/m2,NA,Crepisalpestriswmb51282012
22_Kallnik,wmb5,16,8,2012,wmb5,Crepis alpestris,0,Flower cover/m2,NA,Crepisalpestriswmb51682012
22_Kallnik,wmb5,21,8,2012,wmb5,Crepis alpestris,0,Flower cover/m2,NA,Crepisalpestriswmb52182012
22_Kallnik,wmb5,28,8,2012,wmb5,Crepis alpestris,0,Flower cover/m2,NA,Crepisalpestriswmb52882012
22_Kallnik,wmb5,1,9,2012,wmb5,Crepis alpestris,0,Flower cover/m2,NA,Crepisalpestriswmb5192012
22_Kallnik,wmb5,7,9,2012,wmb5,Crepis alpestris,0,Flower cover/m2,NA,Crepisalpestriswmb5792012
22_Kallnik,wmb5,13,9,2012,wmb5,Crepis alpestris,0,Flower cover/m2,NA,Crepisalpestriswmb51392012
22_Kallnik,wmb5,4,7,2012,wmb5,Crepis aurea,0.01,Flower cover/m2,NA,Crepisaureawmb5472012
22_Kallnik,wmb5,10,7,2012,wmb5,Crepis aurea,0.01,Flower cover/m2,NA,Crepisaureawmb51072012
22_Kallnik,wmb5,14,7,2012,wmb5,Crepis aurea,0.02,Flower cover/m2,NA,Crepisaureawmb51472012
22_Kallnik,wmb5,19,7,2012,wmb5,Crepis aurea,0.02,Flower cover/m2,NA,Crepisaureawmb51972012
22_Kallnik,wmb5,21,7,2012,wmb5,Crepis aurea,0.02,Flower cover/m2,NA,Crepisaureawmb52172012
22_Kallnik,wmb5,27,7,2012,wmb5,Crepis aurea,0.01,Flower cover/m2,NA,Crepisaureawmb52772012
22_Kallnik,wmb5,29,7,2012,wmb5,Crepis aurea,0.01,Flower cover/m2,NA,Crepisaureawmb52972012
22_Kallnik,wmb5,4,8,2012,wmb5,Crepis aurea,0,Flower cover/m2,NA,Crepisaureawmb5482012
22_Kallnik,wmb5,7,8,2012,wmb5,Crepis aurea,0,Flower cover/m2,NA,Crepisaureawmb5782012
22_Kallnik,wmb5,12,8,2012,wmb5,Crepis aurea,0,Flower cover/m2,NA,Crepisaureawmb51282012
22_Kallnik,wmb5,16,8,2012,wmb5,Crepis aurea,0,Flower cover/m2,NA,Crepisaureawmb51682012
22_Kallnik,wmb5,28,6,2011,wmb5,Crepis aurea,0.01,Flower cover/m2,NA,Crepisaureawmb52862011
22_Kallnik,wmb5,5,7,2011,wmb5,Crepis aurea,0.02,Flower cover/m2,NA,Crepisaureawmb5572011
22_Kallnik,wmb5,13,7,2011,wmb5,Crepis aurea,0.02,Flower cover/m2,NA,Crepisaureawmb51372011
22_Kallnik,wmb5,4,7,2012,wmb5,Crepis paludosa,0.01,Flower cover/m2,NA,Crepispaludosawmb5472012
22_Kallnik,wmb5,10,7,2012,wmb5,Crepis paludosa,0.01,Flower cover/m2,NA,Crepispaludosawmb51072012
22_Kallnik,wmb5,14,7,2012,wmb5,Crepis paludosa,0.01,Flower cover/m2,NA,Crepispaludosawmb51472012
22_Kallnik,wmb5,19,7,2012,wmb5,Crepis paludosa,0.01,Flower cover/m2,NA,Crepispaludosawmb51972012
22_Kallnik,wmb5,21,7,2012,wmb5,Crepis paludosa,0.01,Flower cover/m2,NA,Crepispaludosawmb52172012
22_Kallnik,wmb5,27,7,2012,wmb5,Crepis paludosa,0.01,Flower cover/m2,NA,Crepispaludosawmb52772012
22_Kallnik,wmb5,29,7,2012,wmb5,Crepis paludosa,0.01,Flower cover/m2,NA,Crepispaludosawmb52972012
22_Kallnik,wmb5,4,8,2012,wmb5,Crepis paludosa,0.01,Flower cover/m2,NA,Crepispaludosawmb5482012
22_Kallnik,wmb5,7,8,2012,wmb5,Crepis paludosa,0.01,Flower cover/m2,NA,Crepispaludosawmb5782012
22_Kallnik,wmb5,12,8,2012,wmb5,Crepis paludosa,0,Flower cover/m2,NA,Crepispaludosawmb51282012
22_Kallnik,wmb5,16,8,2012,wmb5,Crepis paludosa,0,Flower cover/m2,NA,Crepispaludosawmb51682012
22_Kallnik,wmb5,21,8,2012,wmb5,Crepis paludosa,0,Flower cover/m2,NA,Crepispaludosawmb52182012
22_Kallnik,wmb5,28,8,2012,wmb5,Crepis paludosa,0,Flower cover/m2,NA,Crepispaludosawmb52882012
22_Kallnik,wmb5,1,9,2012,wmb5,Crepis paludosa,0,Flower cover/m2,NA,Crepispaludosawmb5192012
22_Kallnik,wmb5,7,9,2012,wmb5,Crepis paludosa,0,Flower cover/m2,NA,Crepispaludosawmb5792012
22_Kallnik,wmb5,13,9,2012,wmb5,Crepis paludosa,0,Flower cover/m2,NA,Crepispaludosawmb51392012
22_Kallnik,wmb5,4,7,2012,wmb5,Dactylis glomerata,0.01,Flower cover/m2,NA,Dactylisglomeratawmb5472012
22_Kallnik,wmb5,10,7,2012,wmb5,Dactylis glomerata,0.01,Flower cover/m2,NA,Dactylisglomeratawmb51072012
22_Kallnik,wmb5,14,7,2012,wmb5,Dactylis glomerata,0.01,Flower cover/m2,NA,Dactylisglomeratawmb51472012
22_Kallnik,wmb5,19,7,2012,wmb5,Dactylis glomerata,0.01,Flower cover/m2,NA,Dactylisglomeratawmb51972012
22_Kallnik,wmb5,21,7,2012,wmb5,Dactylis glomerata,0.01,Flower cover/m2,NA,Dactylisglomeratawmb52172012
22_Kallnik,wmb5,27,7,2012,wmb5,Dactylis glomerata,0.01,Flower cover/m2,NA,Dactylisglomeratawmb52772012
22_Kallnik,wmb5,29,7,2012,wmb5,Dactylis glomerata,0.01,Flower cover/m2,NA,Dactylisglomeratawmb52972012
22_Kallnik,wmb5,4,8,2012,wmb5,Dactylis glomerata,0.02,Flower cover/m2,NA,Dactylisglomeratawmb5482012
22_Kallnik,wmb5,7,8,2012,wmb5,Dactylis glomerata,0.02,Flower cover/m2,NA,Dactylisglomeratawmb5782012
22_Kallnik,wmb5,12,8,2012,wmb5,Dactylis glomerata,0.02,Flower cover/m2,NA,Dactylisglomeratawmb51282012
22_Kallnik,wmb5,16,8,2012,wmb5,Dactylis glomerata,0.02,Flower cover/m2,NA,Dactylisglomeratawmb51682012
22_Kallnik,wmb5,21,8,2012,wmb5,Dactylis glomerata,0.02,Flower cover/m2,NA,Dactylisglomeratawmb52182012
22_Kallnik,wmb5,28,8,2012,wmb5,Dactylis glomerata,0,Flower cover/m2,NA,Dactylisglomeratawmb52882012
22_Kallnik,wmb5,1,9,2012,wmb5,Dactylis glomerata,0,Flower cover/m2,NA,Dactylisglomeratawmb5192012
22_Kallnik,wmb5,7,9,2012,wmb5,Dactylis glomerata,0,Flower cover/m2,NA,Dactylisglomeratawmb5792012
22_Kallnik,wmb5,13,9,2012,wmb5,Dactylis glomerata,0,Flower cover/m2,NA,Dactylisglomeratawmb51392012
22_Kallnik,wmb5,4,7,2012,wmb5,Dactylorhiza maculata,0.01,Flower cover/m2,NA,Dactylorhizamaculatawmb5472012
22_Kallnik,wmb5,10,7,2012,wmb5,Dactylorhiza maculata,0.01,Flower cover/m2,NA,Dactylorhizamaculatawmb51072012
22_Kallnik,wmb5,14,7,2012,wmb5,Dactylorhiza maculata,0.01,Flower cover/m2,NA,Dactylorhizamaculatawmb51472012
22_Kallnik,wmb5,19,7,2012,wmb5,Dactylorhiza maculata,0.01,Flower cover/m2,NA,Dactylorhizamaculatawmb51972012
22_Kallnik,wmb5,21,7,2012,wmb5,Dactylorhiza maculata,0.01,Flower cover/m2,NA,Dactylorhizamaculatawmb52172012
22_Kallnik,wmb5,27,7,2012,wmb5,Dactylorhiza maculata,0.01,Flower cover/m2,NA,Dactylorhizamaculatawmb52772012
22_Kallnik,wmb5,29,7,2012,wmb5,Dactylorhiza maculata,0.01,Flower cover/m2,NA,Dactylorhizamaculatawmb52972012
22_Kallnik,wmb5,4,8,2012,wmb5,Dactylorhiza maculata,0,Flower cover/m2,NA,Dactylorhizamaculatawmb5482012
22_Kallnik,wmb5,7,8,2012,wmb5,Dactylorhiza maculata,0,Flower cover/m2,NA,Dactylorhizamaculatawmb5782012
22_Kallnik,wmb5,12,8,2012,wmb5,Dactylorhiza maculata,0,Flower cover/m2,NA,Dactylorhizamaculatawmb51282012
22_Kallnik,wmb5,16,8,2012,wmb5,Dactylorhiza maculata,0,Flower cover/m2,NA,Dactylorhizamaculatawmb51682012
22_Kallnik,wmb5,21,8,2012,wmb5,Dactylorhiza maculata,0,Flower cover/m2,NA,Dactylorhizamaculatawmb52182012
22_Kallnik,wmb5,28,8,2012,wmb5,Dactylorhiza maculata,0,Flower cover/m2,NA,Dactylorhizamaculatawmb52882012
22_Kallnik,wmb5,1,9,2012,wmb5,Dactylorhiza maculata,0,Flower cover/m2,NA,Dactylorhizamaculatawmb5192012
22_Kallnik,wmb5,7,9,2012,wmb5,Dactylorhiza maculata,0,Flower cover/m2,NA,Dactylorhizamaculatawmb5792012
22_Kallnik,wmb5,13,9,2012,wmb5,Dactylorhiza maculata,0,Flower cover/m2,NA,Dactylorhizamaculatawmb51392012
22_Kallnik,wmb5,17,7,2010,wmb5,Dactylorhiza maculata,0.01,Flower cover/m2,NA,Dactylorhizamaculatawmb51772010
22_Kallnik,wmb5,28,6,2011,wmb5,Dactylorhiza maculata,0.01,Flower cover/m2,NA,Dactylorhizamaculatawmb52862011
22_Kallnik,wmb5,5,7,2011,wmb5,Dactylorhiza maculata,0.01,Flower cover/m2,NA,Dactylorhizamaculatawmb5572011
22_Kallnik,wmb5,13,7,2011,wmb5,Dactylorhiza maculata,0.01,Flower cover/m2,NA,Dactylorhizamaculatawmb51372011
22_Kallnik,wmb5,27,5,2012,wmb5,Daphne mezereum,0.01,Flower cover/m2,NA,Daphnemezereumwmb52752012
22_Kallnik,wmb5,5,6,2012,wmb5,Daphne mezereum,0.01,Flower cover/m2,NA,Daphnemezereumwmb5562012
22_Kallnik,wmb5,9,6,2012,wmb5,Daphne mezereum,0.01,Flower cover/m2,NA,Daphnemezereumwmb5962012
22_Kallnik,wmb5,13,6,2012,wmb5,Daphne mezereum,0.01,Flower cover/m2,NA,Daphnemezereumwmb51362012
22_Kallnik,wmb5,17,6,2012,wmb5,Daphne mezereum,0.01,Flower cover/m2,NA,Daphnemezereumwmb51762012
22_Kallnik,wmb5,20,6,2012,wmb5,Daphne mezereum,0.01,Flower cover/m2,NA,Daphnemezereumwmb52062012
22_Kallnik,wmb5,26,6,2012,wmb5,Daphne mezereum,0.01,Flower cover/m2,NA,Daphnemezereumwmb52662012
22_Kallnik,wmb5,29,6,2012,wmb5,Daphne mezereum,0.01,Flower cover/m2,NA,Daphnemezereumwmb52962012
22_Kallnik,wmb5,4,7,2012,wmb5,Daphne mezereum,0.01,Flower cover/m2,NA,Daphnemezereumwmb5472012
22_Kallnik,wmb5,10,7,2012,wmb5,Daphne mezereum,0.01,Flower cover/m2,NA,Daphnemezereumwmb51072012
22_Kallnik,wmb5,14,7,2012,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb51472012
22_Kallnik,wmb5,19,7,2012,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb51972012
22_Kallnik,wmb5,21,7,2012,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb52172012
22_Kallnik,wmb5,27,7,2012,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb52772012
22_Kallnik,wmb5,29,7,2012,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb52972012
22_Kallnik,wmb5,4,8,2012,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb5482012
22_Kallnik,wmb5,7,8,2012,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb5782012
22_Kallnik,wmb5,12,8,2012,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb51282012
22_Kallnik,wmb5,16,8,2012,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb51682012
22_Kallnik,wmb5,21,8,2012,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb52182012
22_Kallnik,wmb5,28,8,2012,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb52882012
22_Kallnik,wmb5,1,9,2012,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb5192012
22_Kallnik,wmb5,7,9,2012,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb5792012
22_Kallnik,wmb5,13,9,2012,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb51392012
22_Kallnik,wmb5,29,6,2010,wmb5,Daphne mezereum,0.02,Flower cover/m2,NA,Daphnemezereumwmb52962010
22_Kallnik,wmb5,10,7,2010,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb51072010
22_Kallnik,wmb5,17,7,2010,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb51772010
22_Kallnik,wmb5,23,7,2010,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb52372010
22_Kallnik,wmb5,2,8,2010,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb5282010
22_Kallnik,wmb5,22,8,2010,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb52282010
22_Kallnik,wmb5,27,8,2010,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb52782010
22_Kallnik,wmb5,25,5,2011,wmb5,Daphne mezereum,0.04,Flower cover/m2,NA,Daphnemezereumwmb52552011
22_Kallnik,wmb5,30,5,2011,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb53052011
22_Kallnik,wmb5,8,6,2011,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb5862011
22_Kallnik,wmb5,16,6,2011,wmb5,Daphne mezereum,0,Flower cover/m2,NA,Daphnemezereumwmb51662011
